timestamps,TP9,AF7,AF8,TP10
1623120426.369,-676.270,-16.113,-64.941,-539.551
1623120426.373,-958.008,-24.902,-62.500,-926.758
1623120426.377,418.945,0.488,25.391,325.684
1623120426.381,-939.453,2.441,30.273,979.492
1623120426.385,-204.590,-24.902,-46.387,-175.781
1623120426.388,-1000.000,-32.715,-65.430,-1000.000
1623120426.392,-22.461,-11.230,-3.906,-86.426
1623120426.396,-813.477,-1.953,35.645,-978.027
1623120426.400,168.945,-24.414,-18.555,235.840
1623120426.404,-1000.000,-41.504,-81.543,-1000.000
1623120426.406,-364.258,-29.785,-29.785,-472.168
1623120426.410,-895.996,-14.648,44.922,891.113
1623120426.414,504.395,-18.555,-0.977,569.824
1623120426.418,-1000.000,-26.367,-79.102,-817.871
1623120426.422,-700.684,-20.020,-52.734,-753.906
1623120426.426,783.691,3.418,24.414,592.285
1623120426.430,837.402,3.906,12.695,824.219
1623120426.433,-585.938,-22.461,-71.777,-487.305
1623120426.437,-1000.000,-18.066,-75.684,-974.121
1623120426.441,308.105,8.301,16.602,223.633
1623120426.445,-900.879,16.602,54.199,971.191
1623120426.449,-119.629,0.000,-36.621,-121.094
1623120426.451,-1000.000,-9.277,-90.332,-1000.000
1623120426.455,-111.328,9.277,-20.508,-191.895
1623120426.459,-813.965,18.555,32.227,971.191
1623120426.463,239.258,-5.371,-39.062,282.715
1623120426.467,-1000.000,-20.020,-103.027,-1000.000
1623120426.471,-434.082,-4.883,-34.180,-551.270
1623120426.475,-945.801,16.113,40.039,808.594
1623120426.478,580.078,2.930,-5.859,641.113
1623120426.482,-924.316,-28.809,-81.543,-725.586
1623120426.486,-767.578,-17.578,-49.805,-818.848
1623120426.490,696.289,10.742,32.227,505.859
1623120426.494,914.062,7.324,16.113,874.512
1623120426.496,-464.355,-19.531,-77.148,-394.043
1623120426.500,-1000.000,-19.531,-71.777,-1000.000
1623120426.504,214.355,13.672,28.320,152.832
1623120426.508,-864.746,11.719,42.969,-985.840
1623120426.512,-28.320,-17.578,-40.039,7.324
1623120426.516,-1000.000,-25.879,-79.590,-1000.000
1623120426.520,-173.340,-0.977,-7.324,-263.672
1623120426.523,-877.930,14.160,45.898,875.977
1623120426.527,210.938,-11.230,-27.344,227.539
1623120426.531,-1000.000,-26.367,-77.148,-952.148
1623120426.535,-529.785,-4.395,-10.254,-653.320
1623120426.539,971.680,24.902,56.641,685.547
1623120426.541,624.023,20.996,29.297,610.352
1623120426.545,-855.957,-5.859,-39.551,-707.520
1623120426.549,-906.250,-2.441,-19.531,-918.945
1623120426.553,527.832,30.273,69.824,305.176
1623120426.557,893.066,33.203,73.730,697.754
1623120426.561,-480.957,13.184,-9.766,-496.582
1623120426.565,-1000.000,9.277,-23.438,-1000.000
1623120426.568,60.059,37.598,62.988,-89.355
1623120426.572,-859.863,57.617,111.816,850.098
1623120426.576,6.836,35.645,27.832,-61.035
1623120426.580,-1000.000,5.859,-53.223,-1000.000
1623120426.584,-289.062,21.484,0.488,-418.457
1623120426.602,-858.887,47.852,71.289,831.543
1623120426.606,355.957,28.809,11.719,358.398
1623120426.610,-1000.000,-0.977,-65.918,-940.918
1623120426.614,-600.098,5.371,-21.973,-693.359
1623120426.618,891.602,17.578,57.129,626.465
1623120426.622,721.680,11.230,22.461,677.734
1623120426.626,-752.930,-12.207,-75.684,-611.816
1623120426.629,-927.246,-16.113,-59.082,-920.898
1623120426.633,463.379,9.766,29.297,329.102
1623120426.637,-965.332,7.324,30.273,950.195
1623120426.641,-255.859,-28.809,-65.430,-214.844
1623120426.645,-1000.000,-38.574,-102.051,-1000.000
1623120426.632,33.203,-24.902,-8.301,-18.066
1623120426.636,-815.430,-18.555,29.297,-958.496
1623120426.640,138.672,-36.621,-47.852,224.609
1623120426.644,-1000.000,-59.570,-94.727,-987.793
1623120426.648,-306.152,-45.410,-37.598,-354.980
1623120426.652,-864.746,-32.227,22.949,929.199
1623120426.656,479.004,-45.410,-22.949,585.938
1623120426.659,-1000.000,-62.500,-101.562,-782.227
1623120426.663,-636.719,-57.129,-69.336,-675.781
1623120426.667,854.980,-43.457,0.488,670.898
1623120426.671,821.777,-47.363,-22.461,843.262
1623120426.675,-611.816,-62.988,-86.426,-460.938
1623120426.677,-967.773,-72.754,-85.449,-898.926
1623120426.681,395.996,-49.316,-10.254,352.539
1623120426.685,-908.203,-37.598,3.906,-984.375
1623120426.689,-146.484,-56.152,-74.707,-90.332
1623120426.693,-1000.000,-52.734,-97.656,-998.047
1623120426.697,-38.086,-36.133,-33.203,-33.203
1623120426.701,-805.664,-35.156,10.254,-945.801
1623120426.704,221.680,-55.664,-52.734,328.613
1623120426.708,-1000.000,-72.266,-112.793,-939.941
1623120426.712,-375.488,-62.500,-62.012,-427.246
1623120426.716,-904.297,-39.062,15.137,887.695
1623120426.720,554.688,-40.039,-6.836,646.973
1623120426.736,-948.730,-61.035,-94.238,-719.238
1623120426.740,-717.773,-56.641,-73.730,-735.352
1623120426.744,761.230,-22.461,14.160,607.910
1623120426.748,887.207,-21.973,-0.977,875.000
1623120426.752,-510.254,-54.688,-89.355,-405.762
1623120426.756,-1000.000,-49.805,-90.332,-935.547
1623120426.760,281.250,-24.414,-3.906,264.160
1623120426.763,-874.023,-19.531,22.461,-959.473
1623120426.767,-64.941,-41.504,-54.199,-8.301
1623120426.771,-1000.000,-62.988,-110.840,-1000.000
1623120426.775,-123.047,-45.410,-36.621,-152.344
1623120426.779,-812.500,-24.414,26.855,-988.281
1623120426.782,283.203,-44.434,-44.922,396.484
1623120426.786,-1000.000,-58.594,-109.375,-917.480
1623120426.790,-454.590,-42.480,-57.129,-534.180
1623120426.794,-962.402,-29.297,11.719,809.570
1623120426.798,618.652,-32.227,-23.926,694.336
1623120426.802,-875.000,-49.805,-105.957,-668.945
1623120426.806,-799.316,-44.922,-74.219,-808.105
1623120426.809,654.297,-18.066,17.578,512.207
1623120426.813,947.754,-17.578,9.277,919.922
1623120426.817,-414.551,-42.480,-77.148,-316.406
1623120426.821,-1000.000,-44.922,-81.543,-990.234
1623120426.825,178.223,-32.227,0.000,146.484
1623120426.826,-846.191,-24.902,20.996,-956.055
1623120426.830,14.160,-43.945,-57.129,71.289
1623120426.834,-1000.000,-56.152,-94.238,-1000.000
1623120426.838,-203.613,-32.227,-28.320,-252.930
1623120426.842,-827.637,-19.043,19.043,976.562
1623120426.846,342.285,-33.691,-40.039,455.566
1623120426.850,-1000.000,-43.945,-93.750,-891.602
1623120426.853,-538.086,-32.227,-45.410,-621.094
1623120426.857,959.961,-9.766,25.391,744.141
1623120426.861,691.406,-3.906,4.883,742.676
1623120426.865,-788.574,-33.691,-85.938,-613.281
1623120426.869,-878.418,-34.180,-83.984,-864.258
1623120426.874,541.016,-5.859,6.836,435.059
1623120426.878,-998.535,-11.230,20.508,945.312
1623120426.882,-316.406,-34.668,-62.988,-260.254
1623120426.886,-1000.000,-39.551,-81.543,-1000.000
1623120426.890,77.148,-22.949,-1.465,38.086
1623120426.894,-825.195,-20.020,23.926,-975.586
1623120426.898,90.332,-45.410,-45.898,137.695
1623120426.901,-1000.000,-54.688,-99.609,-1000.000
1623120426.905,-277.832,-25.391,-34.180,-348.633
1623120426.909,-849.121,0.977,41.504,929.199
1623120426.913,417.480,-20.996,-12.695,514.648
1623120426.917,-1000.000,-57.617,-88.379,-850.586
1623120426.916,-606.445,-36.621,-43.945,-671.387
1623120426.920,891.113,-3.906,50.293,688.477
1623120426.924,756.836,-25.879,9.766,786.133
1623120426.928,-700.684,-58.105,-94.238,-562.988
1623120426.932,-948.242,-62.012,-82.031,-883.301
1623120426.936,433.594,-32.715,4.395,388.184
1623120426.940,-952.148,-18.066,18.555,955.566
1623120426.943,-226.074,-39.551,-66.895,-185.059
1623120426.947,-1000.000,-41.016,-76.660,-1000.000
1623120426.951,-9.766,-13.672,15.625,-71.289
1623120426.955,-814.941,-8.789,44.434,-980.957
1623120426.959,161.133,-35.156,-28.320,223.145
1623120426.961,-1000.000,-48.340,-88.867,-1000.000
1623120426.965,-353.516,-30.273,-32.227,-448.242
1623120426.969,-888.672,-17.578,41.016,875.977
1623120426.973,488.281,-29.297,-10.742,583.008
1623120426.977,-1000.000,-43.945,-98.145,-791.992
1623120426.981,-686.035,-33.203,-56.641,-726.562
1623120426.985,797.363,-17.578,26.367,627.930
1623120426.988,834.473,-25.879,1.953,836.426
1623120426.992,-589.355,-37.598,-71.289,-472.168
1623120426.996,-1000.000,-40.039,-74.707,-955.078
1623120427.000,327.148,-19.531,14.160,258.789
1623120427.004,-905.762,-8.301,41.016,-996.094
1623120427.007,-131.836,-37.598,-52.734,-88.867
1623120427.011,-1000.000,-57.617,-94.238,-1000.000
1623120427.015,-91.797,-31.738,-10.254,-154.297
1623120427.019,-814.453,-1.953,38.086,987.793
1623120427.023,226.074,-20.996,-40.527,292.480
1623120427.027,-1000.000,-43.945,-102.051,-984.863
1623120427.031,-424.316,-35.645,-49.316,-531.738
1623120427.034,-937.988,-11.719,27.832,817.871
1623120427.038,566.406,-11.719,-1.953,620.117
1623120427.042,-936.523,-38.086,-88.379,-746.094
1623120427.046,-763.184,-37.598,-58.594,-808.594
1623120427.050,702.637,-14.648,32.227,522.461
1623120427.052,895.996,-20.508,11.719,866.211
1623120427.056,-490.723,-43.945,-78.125,-405.273
1623120427.060,-1000.000,-47.852,-90.332,-1000.000
1623120427.064,218.750,-27.832,-4.395,151.367
1623120427.068,-870.117,-24.902,30.273,-984.863
1623120427.072,-46.875,-38.086,-55.176,1.465
1623120427.076,-1000.000,-33.203,-87.402,-1000.000
1623120427.079,-166.992,-16.113,-1.465,-242.188
1623120427.083,-820.801,1.953,46.875,970.215
1623120427.087,307.617,-11.230,-20.508,391.602
1623120427.091,-1000.000,-32.227,-91.309,-931.641
1623120427.095,-496.582,-17.578,-34.668,-584.473
1623120427.112,-997.559,0.488,44.922,773.438
1623120427.116,644.043,-15.625,1.953,695.312
1623120427.120,-846.191,-37.598,-75.195,-666.504
1623120427.124,-839.844,-25.879,-43.457,-846.680
1623120427.128,597.656,-8.789,29.785,467.773
1623120427.132,963.867,-13.672,10.254,912.109
1623120427.136,-380.859,-35.156,-67.871,-323.730
1623120427.139,-1000.000,-46.387,-74.219,-1000.000
1623120427.143,129.395,-21.484,0.000,78.125
1623120427.147,-840.820,-0.977,40.527,-978.027
1623120427.151,38.086,-21.484,-19.531,94.727
1623120427.155,-1000.000,-39.551,-81.543,-1000.000
1623120427.157,-244.141,-21.973,-19.531,-327.148
1623120427.161,-838.867,-8.301,45.410,938.965
1623120427.165,367.188,-27.832,-9.277,449.219
1623120427.169,-1000.000,-42.480,-82.031,-898.438
1623120427.173,-571.777,-27.344,-43.945,-659.180
1623120427.177,924.316,-0.488,34.180,704.590
1623120427.181,722.168,-3.906,18.066,754.395
1623120427.184,-746.094,-25.879,-58.105,-584.473
1623120427.188,-915.527,-35.645,-70.312,-892.090
1623120427.192,483.398,-20.508,9.277,375.000
1623120427.196,-978.516,-6.348,34.180,944.336
1623120427.200,-276.855,-25.879,-58.594,-230.469
1623120427.202,-1000.000,-35.645,-83.984,-1000.000
1623120427.206,37.598,-20.508,7.324,-7.324
1623120427.210,-822.754,-12.695,53.711,-979.004
1623120427.214,113.281,-27.832,-31.250,169.434
1623120427.218,-1000.000,-41.992,-100.098,-1000.000
1623120427.222,-318.848,-29.785,-38.086,-404.785
1623120427.226,-870.117,-7.812,37.598,908.691
1623120427.229,444.824,-18.066,-14.160,540.527
1623120427.233,-1000.000,-36.133,-100.098,-827.148
1623120427.237,-651.855,-28.809,-54.199,-725.586
1623120427.241,837.402,-4.395,33.203,624.512
1623120427.245,795.410,-1.953,1.465,789.551
1623120427.247,-649.414,-31.250,-95.215,-526.855
1623120427.251,-977.051,-31.738,-78.613,-922.363
1623120427.255,386.230,-3.906,29.297,312.012
1623120427.259,-929.199,-9.277,35.645,973.633
1623120427.263,-179.688,-35.645,-59.082,-155.273
1623120427.267,-1000.000,-35.645,-91.797,-1000.000
1623120427.271,-48.828,-20.020,-4.395,-105.469
1623120427.274,-813.965,-16.113,35.645,-995.117
1623120427.278,187.500,-33.203,-32.227,256.836
1623120427.282,-1000.000,-41.992,-78.613,-1000.000
1623120427.286,-380.371,-26.855,-26.367,-487.793
1623120427.290,-908.691,-1.465,41.992,855.957
1623120427.292,527.832,-16.602,0.977,613.281
1623120427.296,-974.121,-45.410,-82.031,-755.371
1623120427.300,-723.145,-40.527,-59.570,-767.578
1623120427.304,756.836,-13.672,35.645,576.660
1623120427.308,854.980,-12.207,27.832,842.285
1623120427.312,-557.129,-39.062,-76.172,-453.125
1623120427.316,-1000.000,-39.551,-81.543,-975.586
1623120427.319,278.320,-21.484,5.859,212.891
1623120427.323,-891.602,-9.766,30.762,981.934
1623120427.327,-99.609,-32.715,-50.293,-86.426
1623120427.331,-1000.000,-48.828,-84.961,-1000.000
1623120427.335,-128.418,-26.367,-6.836,-187.988
1623120427.337,-816.406,-17.090,38.086,982.422
1623120427.341,261.230,-31.250,-21.484,332.031
1623120427.345,-1000.000,-37.109,-84.473,-967.773
1623120427.349,-449.707,-31.250,-36.621,-556.152
1623120427.353,-960.449,-16.602,35.645,799.316
1623120427.357,604.004,-19.531,-3.418,665.527
1623120427.361,-893.066,-44.434,-93.262,-694.824
1623120427.364,-790.527,-30.273,-67.383,-810.059
1623120427.368,665.039,0.977,39.551,509.766
1623120427.372,932.617,-12.207,19.531,892.578
1623120427.376,-435.547,-36.133,-69.824,-364.258
1623120427.380,-1000.000,-41.504,-73.242,-997.070
1623120427.382,192.871,-4.395,12.695,150.391
1623120427.386,-854.004,6.348,38.574,-972.168
1623120427.390,-7.324,-22.461,-34.180,45.898
1623120427.394,-1000.000,-34.180,-74.707,-1000.000
1623120427.398,-201.660,-22.461,-19.043,-261.230
1623120427.402,-827.637,-10.254,37.598,971.680
1623120427.406,327.637,-26.367,-23.438,442.871
1623120427.409,-1000.000,-47.363,-82.031,-902.344
1623120427.413,-531.738,-32.227,-29.785,-616.699
1623120427.417,966.309,-2.930,44.922,747.070
1623120427.421,674.316,-9.277,15.625,722.168
1623120427.425,-808.594,-28.320,-65.918,-636.230
1623120427.441,-869.629,-38.086,-51.758,-860.840
1623120427.445,551.758,-22.461,26.855,434.082
1623120427.449,988.770,-7.324,31.250,931.152
1623120427.453,-335.449,-30.273,-58.105,-279.297
1623120427.457,-1000.000,-39.062,-89.844,-1000.000
1623120427.461,86.914,-23.926,-18.555,26.367
1623120427.465,-830.566,-8.789,35.645,-978.027
1623120427.468,73.242,-26.855,-22.949,106.934
1623120427.472,-1000.000,-55.664,-93.750,-1000.000
1623120427.476,-276.367,-32.715,-29.785,-371.094
1623120427.480,-850.586,-10.742,41.992,910.645
1623120427.484,406.738,-26.855,-15.137,488.281
1623120427.486,-1000.000,-54.688,-89.355,-860.840
1623120427.490,-609.375,-41.992,-48.828,-681.641
1623120427.494,888.672,-6.348,29.785,674.805
1623120427.498,745.117,-8.789,11.719,768.066
1623120427.502,-716.797,-35.645,-81.055,-562.012
1623120427.506,-945.312,-42.969,-82.520,-909.180
1623120427.510,437.988,-12.695,19.043,347.656
1623120427.513,-958.008,-2.930,39.551,954.590
1623120427.517,-237.793,-38.574,-61.523,-214.355
1623120427.521,-1000.000,-47.363,-96.191,-1000.000
1623120427.525,-0.488,-16.113,-1.953,-62.012
1623120427.529,-817.383,-6.836,39.551,-986.816
1623120427.531,149.902,-33.691,-33.691,216.309
1623120427.535,-1000.000,-40.527,-80.566,-1000.000
1623120427.539,-343.262,-22.461,-26.367,-434.082
1623120427.543,-880.859,-2.441,38.086,883.789
1623120427.547,475.098,-25.879,-9.277,562.012
1623120427.551,-1000.000,-55.176,-88.379,-800.293
1623120427.555,-680.176,-35.645,-49.316,-737.305
1623120427.558,806.152,-14.160,35.645,609.375
1623120427.562,818.848,-19.043,6.836,822.266
1623120427.566,-612.305,-39.551,-79.102,-489.746
1623120427.570,-1000.000,-34.668,-66.895,-950.684
1623120427.574,337.402,-10.254,13.672,267.578
1623120427.576,-911.133,-6.836,32.227,981.934
1623120427.580,-141.602,-36.621,-49.805,-119.141
1623120427.584,-1000.000,-37.598,-87.402,-1000.000
1623120427.588,-79.590,-7.812,-15.137,-134.766
1623120427.592,-813.965,-2.441,39.062,-996.582
1623120427.596,217.773,-21.973,-23.926,302.246
1623120427.600,-1000.000,-39.062,-94.238,-986.816
1623120427.603,-420.898,-28.320,-41.504,-528.320
1623120427.607,-935.547,-0.488,27.832,820.801
1623120427.611,555.664,-2.930,-5.371,622.070
1623120427.615,-946.777,-31.250,-83.008,-743.652
1623120427.619,-760.742,-32.715,-55.664,-792.480
1623120427.621,705.078,-9.277,22.949,540.039
1623120427.625,890.625,-10.254,13.672,854.004
1623120427.629,-504.395,-40.039,-66.895,-425.781
1623120427.633,-1000.000,-41.992,-78.613,-987.793
1623120427.637,240.234,-14.160,6.348,169.434
1623120427.641,-877.930,-16.602,23.438,986.328
1623120427.645,-65.430,-41.016,-59.082,-35.156
1623120427.648,-1000.000,-46.387,-96.191,-1000.000
1623120427.652,-166.992,-25.391,-25.391,-235.352
1623120427.656,-822.754,-11.719,41.016,954.590
1623120427.660,286.621,-28.320,-21.973,348.633
1623120427.664,-1000.000,-41.992,-89.844,-957.031
1623120427.666,-488.281,-26.855,-38.086,-592.285
1623120427.670,-992.188,-3.906,41.016,767.090
1623120427.674,632.812,-25.879,-0.488,679.199
1623120427.678,-860.840,-57.129,-87.891,-678.223
1623120427.682,-827.148,-39.062,-64.453,-842.773
1623120427.686,613.770,-13.672,3.418,463.867
1623120427.690,960.449,-17.090,0.000,904.785
1623120427.693,-388.184,-37.109,-73.242,-331.543
1623120427.697,-1000.000,-37.109,-76.172,-1000.000
1623120427.701,141.602,-10.742,10.742,103.516
1623120427.705,-843.750,0.977,38.574,-971.680
1623120427.709,28.320,-31.250,-41.016,79.102
1623120427.711,-1000.000,-55.176,-99.609,-1000.000
1623120427.715,-241.211,-41.504,-32.715,-315.430
1623120427.719,-833.008,-21.973,34.180,945.312
1623120427.723,352.539,-23.438,-23.926,431.641
1623120427.727,-1000.000,-38.574,-84.961,-873.535
1623120427.731,-506.836,-31.250,-46.387,-608.398
1623120427.735,923.828,-19.531,17.578,697.754
1623120427.738,707.520,-28.320,-0.977,740.723
1623120427.742,-766.113,-42.480,-72.754,-604.492
1623120427.746,-902.832,-44.434,-62.988,-899.902
1623120427.750,503.418,-23.926,25.391,374.023
1623120427.754,-986.816,-19.043,40.039,937.012
1623120427.757,-292.969,-38.574,-43.945,-250.977
1623120427.761,-1000.000,-50.293,-81.055,-1000.000
1623120427.765,50.293,-25.879,0.977,-10.254
1623120427.769,-823.242,-6.348,53.711,-992.676
1623120427.773,109.863,-24.902,-21.973,149.902
1623120427.777,-1000.000,-35.156,-83.008,-1000.000
1623120427.781,-309.570,-28.320,-30.762,-410.645
1623120427.784,-865.234,-16.113,49.316,901.367
1623120427.788,440.430,-25.391,0.488,528.320
1623120427.792,-1000.000,-42.969,-84.473,-831.543
1623120427.796,-640.137,-37.109,-43.457,-708.008
1623120427.800,853.516,-13.184,35.156,647.949
1623120427.802,776.855,-23.926,5.859,795.898
1623120427.806,-673.828,-43.457,-76.660,-530.273
1623120427.810,-968.262,-27.344,-68.359,-922.852
1623120427.814,399.902,-3.418,21.484,319.336
1623120427.818,-933.594,-8.789,33.203,972.656
1623120427.822,-190.918,-35.156,-61.035,-159.668
1623120427.826,-1000.000,-41.504,-84.473,-1000.000
1623120427.829,-33.691,-20.020,-0.977,-86.914
1623120427.833,-812.988,-5.371,40.527,-994.629
1623120427.837,183.594,-29.785,-27.344,247.070
1623120427.841,-1000.000,-41.992,-81.543,-1000.000
1623120427.845,-369.141,-9.766,-23.926,-466.309
1623120427.861,-899.902,5.371,36.133,859.863
1623120427.865,513.184,-19.043,-16.602,588.379
1623120427.869,-990.234,-40.527,-97.168,-781.738
1623120427.873,-703.613,-33.203,-50.781,-751.953
1623120427.877,748.047,-13.184,35.645,562.012
1623120427.881,823.730,-21.973,20.020,806.152
1623120427.885,-554.688,-40.527,-57.617,-453.613
1623120427.888,-1000.000,-34.668,-71.289,-971.191
1623120427.892,294.922,-14.648,9.766,220.703
1623120427.896,-892.090,-4.883,36.621,-1000.000
1623120427.900,-105.957,-30.762,-52.246,-72.266
1623120427.904,-1000.000,-47.852,-84.961,-1000.000
1623120427.906,-107.910,-20.996,-3.418,-178.223
1623120427.910,-813.477,-13.184,42.480,993.164
1623120427.914,254.395,-35.156,-20.508,322.266
1623120427.918,-1000.000,-41.992,-89.844,-970.703
1623120427.922,-446.777,-23.926,-42.480,-548.340
1623120427.926,-957.520,-6.348,26.855,800.781
1623120427.930,591.309,-14.648,1.953,657.227
1623120427.933,-905.273,-37.598,-62.988,-708.496
1623120427.937,-787.109,-45.898,-60.547,-805.176
1623120427.941,666.992,-16.602,15.625,518.555
1623120427.945,926.270,0.000,25.879,892.090
1623120427.949,-444.824,-27.832,-58.594,-363.281
1623120427.952,-1000.000,-25.879,-76.172,-988.281
1623120427.956,191.406,-7.324,9.277,153.809
1623120427.960,-859.863,-5.859,40.527,-987.793
1623120427.964,-17.578,-26.367,-40.527,27.344
1623120427.968,-1000.000,-50.781,-89.844,-1000.000
1623120427.972,-195.312,-32.715,-32.227,-257.812
1623120427.976,-826.172,-3.418,34.668,962.402
1623120427.979,323.242,-20.996,-25.391,409.668
1623120427.983,-1000.000,-43.457,-104.004,-916.992
1623120427.987,-518.066,-25.879,-44.434,-623.535
1623120427.991,979.980,-8.301,27.832,746.094
1623120427.995,664.551,-22.949,-9.766,674.805
1623120427.997,-818.359,-45.410,-83.496,-690.430
1623120428.001,-864.258,-43.945,-57.129,-857.422
1623120428.005,562.988,-23.438,28.320,434.570
1623120428.009,977.539,-14.648,25.879,916.992
1623120428.013,-350.098,-41.504,-59.570,-291.016
1623120428.017,-1000.000,-48.340,-76.660,-1000.000
1623120428.021,100.098,-20.020,10.742,53.711
1623120428.024,-836.914,-18.066,36.133,-985.840
1623120428.028,57.617,-39.062,-47.363,109.863
1623120428.032,-1000.000,-43.945,-77.637,-1000.000
1623120428.036,-268.555,-30.273,-6.836,-354.004
1623120428.040,-846.191,-9.766,43.945,926.758
1623120428.042,394.531,-18.066,-15.137,484.375
1623120428.046,-1000.000,-39.551,-80.078,-871.582
1623120428.050,-600.098,-40.527,-41.016,-681.152
1623120428.054,895.996,-22.461,40.039,695.801
1623120428.058,740.234,-19.043,20.508,733.887
1623120428.062,-722.656,-45.898,-74.707,-621.094
1623120428.066,-938.477,-47.852,-67.383,-902.344
1623120428.069,449.707,-16.113,18.555,353.516
1623120428.073,-966.309,-5.859,30.762,938.965
1623120428.077,-251.465,-34.668,-53.711,-227.539
1623120428.081,-1000.000,-56.152,-93.750,-1000.000
1623120428.085,5.859,-36.133,-21.484,-63.477
1623120428.086,-819.336,-21.484,25.391,993.164
1623120428.090,141.113,-35.156,-42.969,192.871
1623120428.094,-1000.000,-48.828,-92.285,-1000.000
1623120428.098,-337.891,-38.574,-25.879,-423.340
1623120428.102,-878.906,-15.625,43.945,846.191
1623120428.106,468.262,-24.414,-9.277,497.070
1623120428.110,-1000.000,-53.223,-97.168,-801.270
1623120428.113,-674.316,-45.898,-62.500,-737.305
1623120428.117,811.523,-10.742,23.438,607.422
1623120428.121,814.453,-11.230,8.789,815.918
1623120428.125,-620.117,-31.738,-67.383,-491.699
1623120428.129,-1000.000,-41.992,-62.988,-958.008
1623120428.132,348.145,-25.391,23.438,254.883
1623120428.136,-918.945,-11.719,40.039,972.168
1623120428.140,-157.227,-32.715,-49.805,-132.812
1623120428.144,-1000.000,-42.969,-84.961,-1000.000
1623120428.148,-79.102,-16.602,-3.906,-124.023
1623120428.152,-814.453,-6.348,38.086,-995.117
1623120428.156,212.891,-27.344,-30.762,283.691
1623120428.159,-1000.000,-43.945,-77.637,-988.281
1623120428.163,-407.715,-31.250,-19.043,-503.906
1623120428.167,-925.293,-6.836,42.969,836.914
1623120428.171,547.363,-26.855,-7.812,618.164
1623120428.175,-954.590,-50.781,-85.938,-747.559
1623120428.176,-750.000,-40.039,-66.895,-788.086
1623120428.180,717.773,-12.695,15.625,546.387
1623120428.184,888.184,-9.277,19.043,872.070
1623120428.188,-507.324,-38.086,-69.336,-411.621
1623120428.192,-1000.000,-43.457,-75.684,-979.980
1623120428.196,247.070,-26.367,2.441,196.777
1623120428.200,-875.000,-12.207,32.715,-987.793
1623120428.203,-62.500,-21.973,-31.738,-31.250
1623120428.207,-1000.000,-37.109,-68.848,-1000.000
1623120428.211,-145.508,-25.391,-11.719,-195.312
1623120428.215,-812.012,-11.719,38.086,984.863
1623120428.219,269.531,-24.414,-16.113,365.723
1623120428.236,-1000.000,-42.480,-83.496,-906.738
1623120428.240,-405.762,-28.809,-31.250,-513.184
1623120428.244,-988.770,-1.953,46.387,779.785
1623120428.248,624.023,-1.953,14.160,683.105
1623120428.252,-866.211,-31.738,-74.707,-672.852
1623120428.256,-821.289,-30.762,-57.617,-832.031
1623120428.260,621.582,-3.906,27.344,479.492
1623120428.263,952.148,0.488,28.809,904.297
1623120428.267,-401.367,-30.273,-62.012,-337.402
1623120428.271,-1000.000,-49.316,-87.402,-1000.000
1623120428.275,148.926,-21.484,7.812,100.098
1623120428.279,-846.191,-3.906,52.246,-981.445
1623120428.282,19.531,-29.297,-35.645,72.266
1623120428.286,-1000.000,-44.922,-87.402,-1000.000
1623120428.290,-231.934,-24.414,-15.137,-318.848
1623120428.294,-833.984,-9.277,40.527,947.754
1623120428.298,350.586,-25.879,-14.648,433.105
1623120428.302,-1000.000,-41.504,-83.496,-915.527
1623120428.306,-551.270,-29.785,-42.480,-625.488
1623120428.309,945.801,-8.789,41.016,724.121
1623120428.313,700.195,-28.320,8.301,744.629
1623120428.317,-773.926,-51.270,-73.242,-597.656
1623120428.321,-896.973,-32.227,-54.199,-887.695
1623120428.325,510.254,-15.137,16.113,391.602
1623120428.327,-988.281,-15.625,21.484,931.641
1623120428.331,-295.410,-30.273,-57.617,-255.859
1623120428.335,-1000.000,-32.715,-75.684,-1000.000
1623120428.339,59.082,-13.184,6.836,-4.395
1623120428.343,-824.707,0.000,49.316,-980.957
1623120428.347,101.074,-17.578,-17.090,166.016
1623120428.351,-1000.000,-40.527,-80.566,-1000.000
1623120428.354,-304.688,-23.926,-28.809,-386.230
1623120428.358,-863.770,-2.930,33.203,908.203
1623120428.362,434.082,-16.602,-8.301,527.344
1623120428.366,-1000.000,-38.086,-76.172,-833.984
1623120428.370,-629.883,-30.762,-54.688,-693.359
1623120428.372,860.840,-4.883,23.926,659.668
1623120428.376,781.250,-4.883,18.066,788.574
1623120428.380,-666.504,-35.156,-62.988,-536.133
1623120428.384,-966.309,-43.945,-60.547,-919.922
1623120428.388,406.250,-10.254,16.602,316.406
1623120428.392,-942.383,0.488,27.832,968.262
1623120428.396,-204.590,-22.949,-46.875,-169.434
1623120428.399,-1000.000,-31.738,-78.613,-1000.000
1623120428.403,-37.598,-17.578,-4.883,-62.500
1623120428.407,-814.453,-8.789,54.688,-992.676
1623120428.411,178.223,-28.320,-13.184,245.117
1623120428.415,-1000.000,-46.387,-78.125,-994.629
1623120428.417,-371.094,-29.785,-25.879,-452.637
1623120428.421,-901.367,-4.395,47.363,868.164
1623120428.425,510.254,-16.602,-1.953,591.797
1623120428.429,-992.188,-37.109,-85.938,-788.574
1623120428.433,-706.543,-23.438,-51.758,-733.398
1623120428.437,773.438,-4.883,26.855,631.348
1623120428.441,849.609,-11.230,11.719,833.496
1623120428.444,-564.941,-29.297,-73.242,-455.566
1623120428.448,-1000.000,-27.344,-60.059,-966.797
1623120428.452,299.805,-15.625,28.809,220.703
